   0.00000000e+00	  -1.64182460e+00
   1.00000000e-01	  -1.64182460e+00
   2.00000000e-01	  -1.64182460e+00
   3.00000000e-01	  -1.64182460e+00
   4.00000000e-01	  -1.64182460e+00
   5.00000000e-01	  -1.64182460e+00
   6.00000000e-01	  -1.64182460e+00
   7.00000000e-01	  -1.64182460e+00
   8.00000000e-01	  -1.64182460e+00
   9.00000000e-01	  -1.64182460e+00
   1.00000000e+00	  -1.64182460e+00
   1.10000000e+00	  -1.64182460e+00
   1.20000000e+00	  -1.64182460e+00
   1.30000000e+00	  -1.64182460e+00
   1.40000000e+00	  -1.64182460e+00
   1.50000000e+00	  -1.64182460e+00
   1.60000000e+00	  -1.64182460e+00
   1.70000000e+00	  -1.64182460e+00
   1.80000000e+00	  -1.64182460e+00
   1.90000000e+00	  -1.61100272e+00
   2.00000000e+00	  -1.57693643e+00
   2.10000000e+00	  -1.54287014e+00
   2.20000000e+00	  -1.50880385e+00
   2.30000000e+00	  -1.47547970e+00
   2.40000000e+00	  -1.44336150e+00
   2.50000000e+00	  -1.41124331e+00
   2.60000000e+00	  -1.37912511e+00
   2.70000000e+00	  -1.34700691e+00
   2.80000000e+00	  -1.31651785e+00
   2.90000000e+00	  -1.28630031e+00
   3.00000000e+00	  -1.25608277e+00
   3.10000000e+00	  -1.22586523e+00
   3.20000000e+00	  -1.19624277e+00
   3.30000000e+00	  -1.16781047e+00
   3.40000000e+00	  -1.13937817e+00
   3.50000000e+00	  -1.11094587e+00
   3.60000000e+00	  -1.08251358e+00
   3.70000000e+00	  -1.05552331e+00
   3.80000000e+00	  -1.02887235e+00
   3.90000000e+00	  -1.00222139e+00
   4.00000000e+00	  -9.75570422e-01
   4.10000000e+00	  -9.49417781e-01
   4.20000000e+00	  -9.24510946e-01
   4.30000000e+00	  -8.99604110e-01
   4.40000000e+00	  -8.74697275e-01
   4.50000000e+00	  -8.49790439e-01
   4.60000000e+00	  -8.26159635e-01
   4.70000000e+00	  -8.02927592e-01
   4.80000000e+00	  -7.79695548e-01
   4.90000000e+00	  -7.56463505e-01
   5.00000000e+00	  -7.33631084e-01
   5.10000000e+00	  -7.12077455e-01
   5.20000000e+00	  -6.90523827e-01
   5.30000000e+00	  -6.68970198e-01
   5.40000000e+00	  -6.47416570e-01
   5.50000000e+00	  -6.27016289e-01
   5.60000000e+00	  -6.07077349e-01
   5.70000000e+00	  -5.87138408e-01
   5.80000000e+00	  -5.67199467e-01
   5.90000000e+00	  -5.47569636e-01
   6.00000000e+00	  -5.29253520e-01
   6.10000000e+00	  -5.10937404e-01
   6.20000000e+00	  -4.92621288e-01
   6.30000000e+00	  -4.74305172e-01
   6.40000000e+00	  -4.57009095e-01
   6.50000000e+00	  -4.40223036e-01
   6.60000000e+00	  -4.23436978e-01
   6.70000000e+00	  -4.06650920e-01
   6.80000000e+00	  -3.90085270e-01
   6.90000000e+00	  -3.74842068e-01
   7.00000000e+00	  -3.59598867e-01
   7.10000000e+00	  -3.44355665e-01
   7.20000000e+00	  -3.29112464e-01
   7.30000000e+00	  -3.14833219e-01
   7.40000000e+00	  -3.01147179e-01
   7.50000000e+00	  -2.87461138e-01
   7.60000000e+00	  -2.73775098e-01
   7.70000000e+00	  -2.60226006e-01
   7.80000000e+00	  -2.47977919e-01
   7.90000000e+00	  -2.35729833e-01
   8.00000000e+00	  -2.23481746e-01
   8.10000000e+00	  -2.11233660e-01
   8.20000000e+00	  -1.99856499e-01
   8.30000000e+00	  -1.89132533e-01
   8.40000000e+00	  -1.78408567e-01
   8.50000000e+00	  -1.67684601e-01
   8.60000000e+00	  -1.57029353e-01
   8.70000000e+00	  -1.47748476e-01
   8.80000000e+00	  -1.38467599e-01
   8.90000000e+00	  -1.29186722e-01
   9.00000000e+00	  -1.19905845e-01
   9.10000000e+00	  -1.11392446e-01
   9.20000000e+00	  -1.03576754e-01
   9.30000000e+00	  -9.57610620e-02
   9.40000000e+00	  -8.79453700e-02
   9.50000000e+00	  -8.01296780e-02
   9.60000000e+00	  -7.37359227e-02
   9.70000000e+00	  -6.73421675e-02
   9.80000000e+00	  -6.09484122e-02
   9.90000000e+00	  -5.45546569e-02
   1.00000000e+01	  -4.88501995e-02
   1.01000000e+01	  -4.39039698e-02
   1.02000000e+01	  -3.89577401e-02
   1.03000000e+01	  -3.40115104e-02
   1.04000000e+01	  -2.90652807e-02
   1.05000000e+01	  -2.54599976e-02
   1.06000000e+01	  -2.19217617e-02
   1.07000000e+01	  -1.83835259e-02
   1.08000000e+01	  -1.48452901e-02
   1.09000000e+01	  -1.19086362e-02
   1.10000000e+01	  -9.77409163e-03
   1.11000000e+01	  -7.63954707e-03
   1.12000000e+01	  -5.50500252e-03
   1.13000000e+01	  -3.37045796e-03
   1.14000000e+01	  -2.53373440e-03
   1.15000000e+01	  -1.83362358e-03
   1.16000000e+01	  -1.13351276e-03
   1.17000000e+01	  -4.33401937e-04
   1.18000000e+01	   0.00000000e+00
   1.19000000e+01	   0.00000000e+00
   1.20000000e+01	   0.00000000e+00
   1.21000000e+01	   0.00000000e+00
   1.22000000e+01	   0.00000000e+00
   1.23000000e+01	   0.00000000e+00
   1.24000000e+01	   0.00000000e+00
   1.25000000e+01	   0.00000000e+00
   1.26000000e+01	   0.00000000e+00
   1.27000000e+01	   0.00000000e+00
   1.28000000e+01	   0.00000000e+00
   1.29000000e+01	   0.00000000e+00
   1.30000000e+01	   0.00000000e+00
   1.31000000e+01	   0.00000000e+00
   1.32000000e+01	   0.00000000e+00
   1.33000000e+01	   0.00000000e+00
